property_id,property_name_en,criteria_txt,source_text,source_region,target_region,exchange_type,confidence,review_status,notes
267,Old City of Berne,(iii),"Founded in the 12th century on a hill site surrounded by the Aare River, Berne developed over the centuries in line with a an exceptionally coherent planning concept. The buildings in the Old City, dating from a variety of periods, include 15th-century arcades and 16th-century fountains. Most of the medieval town was restored in the 18th century but it has r",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
268,Abbey of St Gall,(ii)(iv),"The Convent of St Gall, a perfect example of a great Carolingian monastery, was, from the 8th century to its secularization in 1805, one of the most important in Europe. Its library is one of the richest and oldest in the world and contains precious manuscripts such as the earliest-known architectural plan drawn on parchment. From 1755 to 1768, the conventua",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
269,Benedictine Convent of St John at Müstair,(iii),"The Convent of Müstair, which stands in a valley in the Grisons, is a good example of Christian monastic renovation during the Carolingian period. It has Switzerland's greatest series of figurative murals, painted c. A.D. 800, along with Romanesque frescoes and stuccoes.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
273,City of Cuzco,(iii)(iv),"Situated in the Peruvian Andes, Cuzco developed, under the Inca ruler Pachacutec, into a complex urban centre with distinct religious and administrative functions. It was surrounded by clearly delineated areas for agricultural, artisan and industrial production. When the Spaniards conquered it in the 16th century, they preserved the basic structure but built",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
274,Historic Sanctuary of Machu Picchu,(i)(iii)(vii)(ix),"Machu Picchu stands 2,430 m above sea-level, in the middle of a tropical mountain forest, in an extraordinarily beautiful setting. It was probably the most amazing urban creation of the Inca Empire at its height; its giant walls, terraces and ramps seem as if they have been cut naturally in the continuous rock escarpments. The natural setting, on the eastern",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
277,Hatra,(ii)(iii)(iv)(vi),"A large fortified city under the influence of the Parthian Empire and capital of the first Arab Kingdom, Hatra withstood invasions by the Romans in A.D. 116 and 198 thanks to its high, thick walls reinforced by towers. The remains of the city, especially the temples where Hellenistic and Roman architecture blend with Eastern decorative features, attest to th",Arab States,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
286,Vatican City,(i)(ii)(iv)(vi),"The Vatican City, one of the most sacred places in Christendom, attests to a great history and a formidable spiritual venture. A unique collection of artistic and architectural masterpieces lie within the boundaries of this small state. At its centre is St Peter's Basilica, with its double colonnade and a circular piazza in front and bordered by palaces and ",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
287,Rock-Art Sites of Tadrart Acacus,(iii),"On the borders of Tassili N'Ajjer in Algeria, also a World Heritage site, this rocky massif has thousands of cave paintings in very different styles, dating from 12,000 B.C. to A.D. 100. They reflect marked changes in the fauna and flora, and also the different ways of life of the populations that succeeded one another in this region of the Sahara.",Arab States,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
293,Anjar,(iii)(iv),"The city of Anjar was founded by Caliph Walid I at the beginning of the 8th century. The ruins reveal a very regular layout, reminiscent of the palace-cities of ancient times, and are a unique testimony to city planning under the Umayyads.",Arab States,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
295,Byblos,(iii)(iv)(vi),"The ruins of many successive civilizations are found at Byblos, one of the oldest Phoenician cities. Inhabited since Neolithic times, it has been closely linked to the legends and history of the Mediterranean region for thousands of years. Byblos is also directly associated with the history and diffusion of the Phoenician alphabet.",Arab States,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
299,Tyre,(iii)(vi),"According to legend, purple dye was invented in Tyre. This great Phoenician city ruled the seas and founded prosperous colonies such as Cadiz and Carthage, but its historical role declined at the end of the Crusades. There are important archaeological remains, mainly from Roman times.",Arab States,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
306,Matobo Hills,(iii)(v)(vi),"The area exhibits a profusion of distinctive rock landforms rising above the granite shield that covers much of Zimbabwe. The large boulders provide abundant natural shelters and have been associated with human occupation from the early Stone Age right through to early historical times, and intermittently since. They also feature an outstanding collection of",Africa,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
312,Monuments of Oviedo and the Kingdom of the Asturias,(i)(ii)(iv),In the 9th century the flame of Christianity was kept alive in the Iberian peninsula in the tiny Kingdom of the Asturias. Here an innovative pre-Romanesque architectural style was created that was to play a significant role in the development of the religious architecture of the peninsula. Its highest achievements can be seen in the churches of Santa María d,Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
313,Historic Centre of Cordoba,(i)(ii)(iii)(iv),"Cordoba's period of greatest glory began in the 8th century after the Moorish conquest, when some 300 mosques and innumerable palaces and public buildings were built to rival the splendours of Constantinople, Damascus and Baghdad. In the 13th century, under Ferdinand III, the Saint, Cordoba's Great Mosque was turned into a cathedral and new defensive structu",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
